video_id,block,animal,date,time,day_num,trial,trial_type,PlatformQuadrant,StartLocation,Comments,Distance moved Center-point Total cm,Velocity Center-point Mean cm/s,Distance to point Arena (Center) / Center-point Mean cm,Distance to point Arena (Center) / Center-point Total cm,Distance to point SE Platform (Center) / Center-point Mean cm,Distance to point SE Platform (Center) / Center-point Total cm,Distance to point NW Platform (Center) / Center-point Mean cm,Distance to point NW Platform (Center) / Center-point Total cm,Distance to point NE Platform (Center) / Center-point Mean cm,Distance to point NE Platform (Center) / Center-point Total cm,Distance to point SW Platform (Center) / Center-point Mean cm,Distance to point SW Platform (Center) / Center-point Total cm,In zone Arena / Center-point Frequency,In zone Arena / Center-point Cumulative Duration s,In zone Arena / Center-point Latency to First s,In zone Arena / Center-point Cumulative Duration %,In zone NW Quad / Center-point Frequency,In zone NW Quad / Center-point Cumulative Duration s,In zone NW Quad / Center-point Latency to First s,In zone NW Quad / Center-point Cumulative Duration %,In zone NE Quad / Center-point Frequency,In zone NE Quad / Center-point Cumulative Duration s,In zone NE Quad / Center-point Latency to First s,In zone NE Quad / Center-point Cumulative Duration %,In zone SE Quad / Center-point Frequency,In zone SE Quad / Center-point Cumulative Duration s,In zone SE Quad / Center-point Latency to First s,In zone SE Quad / Center-point Cumulative Duration %,In zone SW Quad / Center-point Frequency,In zone SW Quad / Center-point Cumulative Duration s,In zone SW Quad / Center-point Latency to First s,In zone SW Quad / Center-point Cumulative Duration %,In zone SW Annulus / Center-point Frequency,In zone SW Annulus / Center-point Cumulative Duration s,In zone SW Annulus / Center-point Latency to First s,In zone SW Annulus / Center-point Cumulative Duration %,In zone SE Annulus / Center-point Frequency,In zone SE Annulus / Center-point Cumulative Duration s,In zone SE Annulus / Center-point Latency to First s,In zone SE Annulus / Center-point Cumulative Duration %,In zone NE Annulus / Center-point Frequency,In zone NE Annulus / Center-point Cumulative Duration s,In zone NE Annulus / Center-point Latency to First s,In zone NE Annulus / Center-point Cumulative Duration %,In zone NW Annulus / Center-point Frequency,In zone NW Annulus / Center-point Cumulative Duration s,In zone NW Annulus / Center-point Latency to First s,In zone NW Annulus / Center-point Cumulative Duration %,EscapeLatency(s),DistanceMoved(cm),Velocity(cm/s),TotalSearchError(cm*s),MeanSearchError(cm),ProbeWeight,MeanSearchError*ProbeWeight,TimeInQuad(%),TimeInOppoQuad(%),TimeInPrevQuad(%),SLI,rat_source,dob,date_received,sex,AgeMon,strain,genotype,DailyAgeMos,age_mo,group
Statistics-MEM1B_MWM_SLI_Day06.xlsx,Block3,H181,45010,12:24:00 PM,Day06,Trial2,Train,SW,W,,2290.94,25.4536,60.8069,164118,75.9365,204953,68.0571,183686,75.3504,203371,64.7019,174630,1,90.0378,0,100,8,23.0182,5.63779,25.565,8,18.9149,5.33755,21.0078,5,13.2104,2.60206,14.6721,6,32.9927,0,36.6432,0,0,-,0,1,0.166799,4.27004,0.185254,4,0.667195,16.8133,0.741016,2,0.166799,18.7148,0.185254,90.0378,2290.94,25.4536,5746.205235,65.56505196,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.72138868,24,Older-Aged
Statistics-MEM1B_MWM_SLI_Day06.xlsx,Block3,H181,45010,12:24:00 PM,Day06,Trial3,Probe,SW,N,,745.029,25.2105,65.3007,57921.8,73.221,64947,74.8731,66412.4,80.6899,71571.9,64.0426,56805.8,1,29.5857,0,98.4462,3,6.37077,0.466967,21.1987,1,4.93651,9.70625,16.4262,2,6.40412,7.10457,21.3097,2,11.5741,3.4689,38.5128,0,0,-,0,0,0,-,0,0,0,-,0,1,0.300193,2.56832,0.998889,29.5857,745.029,25.2105,1637.215808,65.21878147,1.25,81.52347684,38.5128,16.4262,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.72138868,24,Older-Aged
Statistics-MEM1B_MWM_SLI_Day07.xlsx,Block4,H181,45011,12:24:00 PM,Day07,Trial1,Train,SW,S,,216.871,23.7768,48.9058,13400.2,49.8728,13665.1,78.0798,21393.9,74.9344,20532,46.8144,12827.1,1,9.15453,0,100,1,0.50116,5.21207,5.47445,1,1.5703,3.64177,17.1533,1,3.64177,0,39.781,1,1.40325,5.71323,15.3285,1,0.334107,7.11648,3.64964,0,0,-,0,0,0,-,0,0,0,-,0,9.15453,216.871,23.7768,347.5617693,52.74875723,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.75424378,24,Older-Aged
Statistics-MEM1B_MWM_SLI_Day07.xlsx,Block4,H181,45011,12:24:00 PM,Day07,Trial2,Train,SW,N,,149.217,22.2346,58.9363,11905.1,92.0023,18584.5,45.6216,9215.57,78.214,15799.2,54.3701,10982.8,1,6.7444,0,100,1,3.6393,0,53.9604,0,0,-,0,0,0,-,0,1,1.06842,3.6393,15.8416,1,0.16694,4.70772,2.47524,0,0,-,0,0,0,-,0,0,0,-,0,6.7444,149.217,22.2346,75.7283765,45.55828105,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.75424378,24,Older-Aged
Statistics-MEM1B_MWM_SLI_Day07.xlsx,Block4,H181,45011,12:24:00 PM,Day07,Trial3,Train,SW,W,,907.265,27.823,57.4902,56225.4,62.1459,60778.7,76.1908,74514.6,70.0687,68527.2,64.7868,63361.5,1,32.6418,0,100,2,4.50577,17.3222,13.8037,4,8.67779,5.47368,26.5849,4,9.24518,3.73812,28.3231,3,7.50962,0,23.0061,1,0.200257,30.6059,0.613498,2,0.233634,4.63928,0.71575,1,0.300385,21.9281,0.920246,0,0,-,0,32.6418,907.265,27.823,2043.556315,67.11325599,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.75424378,24,Older-Aged
Statistics-MEM1B_MWM_SLI_Day08.xlsx,Block4,H181,45012,12:24:00 PM,Day08,Trial1,Train,SW,S,,1358.93,22.7591,61.6834,110475,57.7795,103483,86.029,154078,81.0873,145227,61.7839,110655,1,59.7427,0,100,3,6.63808,18.3798,11.1111,3,8.1058,20.1811,13.5678,7,23.35,0,39.0843,6,19.3138,1.20086,32.3283,1,0.133428,57.708,0.223338,1,0.300215,10.741,0.502513,0,0,-,0,0,0,-,0,59.7427,1358.93,22.7591,3604.955157,63.17560745,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.78709889,24,Older-Aged
Statistics-MEM1B_MWM_SLI_Day08.xlsx,Block4,H181,45012,12:24:00 PM,Day08,Trial2,Train,SW,N,,319.713,21.3853,50.8095,22813.5,59.4283,26683.3,69.8144,31346.6,53.3496,23954,68.874,30924.4,1,14.9835,0,100,1,3.30371,0,22.049,1,5.83989,3.30371,38.9755,1,2.60292,9.1436,17.3719,1,1.20135,11.7465,8.01782,2,0.500562,12.9479,3.34076,0,0,-,0,0,0,-,0,0,0,-,0,14.9835,319.713,21.3853,728.997566,75.15828949,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.78709889,24,Older-Aged
Statistics-MEM1B_MWM_SLI_Day08.xlsx,Block4,H181,45012,12:24:00 PM,Day08,Trial3,Probe,SW,E,,787.763,26.2383,59.9669,54030.2,68.3227,61558.7,74.2547,66903.5,74.1374,66797.8,63.3605,57087.8,1,30.0567,0,100,2,6.27155,10.7751,20.8657,4,6.53842,0,21.7536,2,5.20405,3.46937,17.3141,2,11.142,4.26999,37.0699,0,0,-,0,0,0,-,0,4,0.533749,14.8782,1.77581,0,0,-,0,30.0567,787.763,26.2383,1656.588305,64.33348009,1.3,83.63352412,37.0699,21.7536,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.78709889,24,Older-Aged
Statistics-MEM1B_MWM_REV_Day09.xlsx,Block5,H181,45013,12:24:00 PM,Day09,Trial1,Train-Rev,NE,S,,611.398,23.1317,61.1228,48470.4,69.3071,54960.5,76.9906,61053.5,82.984,65806.3,54.6499,43337.4,1,26.4645,0,100,2,3.50413,8.64353,13.2409,2,2.83668,10.3122,10.7188,2,5.47312,0,20.681,2,12.6149,1.73538,47.6671,0,0,-,0,0,0,-,0,2,0.400473,24.4288,1.51324,0,0,-,0,26.4645,611.398,23.1317,1914.363503,88.71242678,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.819954,24,Older-Aged
Statistics-MEM1B_MWM_REV_Day09.xlsx,Block5,H181,45013,12:24:00 PM,Day09,Trial2,Train-Rev,NE,N,,1336.62,25.055,54.6921,87507.4,65.9814,105570,71.4481,114317,71.0905,113745,56.2434,89989.4,1,53.3806,0,100,4,7.57338,0,14.1875,4,11.677,9.40834,21.875,6,9.17479,6.90612,17.1875,7,21.1854,3.90346,39.6875,4,0.500444,17.4154,0.937501,2,0.200178,8.40745,0.375001,1,0.133451,51.3455,0.249999,0,0,-,0,53.3806,1336.62,25.055,3715.528792,72.93078917,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.819954,24,Older-Aged
Statistics-MEM1B_MWM_REV_Day09.xlsx,Block5,H181,45013,12:24:00 PM,Day09,Trial3,Train-Rev,NE,W,,773.736,23.5646,53.7433,52937.2,61.8364,60908.8,71.1145,70047.8,73.5963,72492.3,56.4832,55636,1,32.8681,0,100,2,6.44014,7.30772,19.5939,4,3.10328,13.6144,9.44163,3,7.87499,13.6811,23.9594,3,11.3787,0,34.6193,2,0.367055,20.6885,1.11675,2,0.266949,14.7489,0.812183,3,0.934321,29.6981,2.84264,0,0,-,0,32.8681,773.736,23.5646,2142.323993,76.31323469,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.819954,24,Older-Aged
Statistics-MEM1B_MWM_REV_Day10.xlsx,Block5,H181,45014,12:24:00 PM,Day10,Trial1,Train-Rev,NE,E,,898.077,26.7008,51.6579,52122.8,50.1807,50632.3,82.7589,83503.8,65.4073,65996,61.1007,61650.6,1,33.6682,0,100,1,0.63399,10.2106,1.88305,4,9.84353,0,29.2369,5,11.1449,1.96871,33.1021,4,9.37638,3.03648,27.8494,2,0.200208,27.5619,0.59465,0,0,-,0,1,0.233575,31.6328,0.693755,0,0,-,0,33.6682,898.077,26.7008,2128.52727,67.82286367,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.85280911,24,Older-Aged
Statistics-MEM1B_MWM_REV_Day10.xlsx,Block5,H181,45014,12:24:00 PM,Day10,Trial2,Train-Rev,NE,W,,2185.8,24.2779,57.6966,155781,71.2215,192298,69.0044,186312,83.3798,225125,54.1777,146280,1,90.0658,0,100,8,18.0799,3.40248,20.0741,5,10.0073,13.3764,11.1111,10,19.0806,11.0748,21.1852,13,39.5956,0,43.963,6,0.767228,52.6384,0.851853,3,0.567082,12.1422,0.629631,0,0,-,0,2,0.200146,37.861,0.222222,90.0658,2185.8,24.2779,7238.078947,84.74374892,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.85280911,24,Older-Aged
Statistics-MEM1B_MWM_REV_Day10.xlsx,Block5,H181,45014,12:24:00 PM,Day10,Trial3,Probe-Rev,NE,S,,619.297,20.6219,60.0542,54108.9,44.6004,40185,94.4306,85081.9,81.8801,73774,58.8884,53058.4,1,30.0644,0,100,0,0,-,0,1,1.80186,24.8256,5.99334,6,16.5838,0,55.1609,3,9.91024,0.400413,32.9634,1,0.433781,20.4878,1.44284,3,0.934297,8.44205,3.10765,0,0,-,0,0,0,-,0,30.0644,619.297,20.6219,2146.222866,87.29881341,,,5.99334,,32.9634,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.85280911,24,Older-Aged
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,H181,45015,12:24:00 PM,Day11,Trial1,Cue,NW,W,,81.3285,9.77862,49.1306,12282.6,92.8759,23219,11.3014,2825.36,62.6503,15662.6,67.3043,16826.1,1,8.35037,0,100,2,6.11247,0,73.2,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,2,0.634629,2.83913,7.60001,8.35037,81.3285,9.77862,,,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.88566422,24,Older-Aged
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,H181,45015,12:24:00 PM,Day11,Trial2,Cue,NW,S,,286.726,25.0109,55.9896,19260.4,58.8707,20251.5,70.911,24393.4,78.3681,26958.6,59.485,20462.8,1,11.4974,0,100,1,1.4706,7.98805,12.7907,1,1.30349,6.68456,11.3372,1,3.77678,2.90778,32.8488,1,2.90778,0,25.2907,0,0,-,0,0,0,-,0,0,0,-,0,1,0.167114,9.45865,1.45349,11.4974,286.726,25.0109,,,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.88566422,24,Older-Aged
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,H181,45015,12:24:00 PM,Day11,Trial3,Cue,SW,N,,100.815,19.459,39.1584,6108.7,69.0484,10771.6,39.8838,6221.87,74.568,11632.6,26.9746,4208.04,1,5.21433,0,100,2,1.30358,0,25,0,0,-,0,0,0,-,0,1,1.40386,1.77153,26.9231,1,0.200551,3.17539,3.84615,0,0,-,0,0,0,-,0,2,0.233977,0.635078,4.48719,5.21433,100.815,19.459,,,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.88566422,24,Older-Aged
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,H181,45015,12:24:00 PM,Day11,Trial4,Cue,SW,E,,663.919,25.4934,58.1597,45422.7,67.9235,53048.2,69.2469,54081.8,56.8055,44365.1,77.5156,60539.7,1,26.0761,0,100,2,8.61413,0.500821,33.0346,4,7.07828,0.066776,27.1447,3,5.90969,5.57581,22.6633,2,1.93651,5.3421,7.42638,2,1.06842,24.0394,4.09731,1,0.367269,6.51068,1.40845,2,0.133552,0,0.512162,0,0,-,0,26.0761,663.919,25.4934,,,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.88566422,24,Older-Aged
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,H181,45015,12:24:00 PM,Day11,Trial5,Cue,SE,W,,162.197,21.007,55.6006,12899.3,42.3572,9826.88,86.4015,20045.2,88.3133,20488.7,44.7005,10370.5,1,7.75451,0,100,0,0,-,0,0,0,-,0,1,1.7715,3.9441,22.8448,1,3.9441,0,50.8621,0,0,-,0,1,0.367671,5.71561,4.74139,0,0,-,0,0,0,-,0,7.75451,162.197,21.007,,,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.88566422,24,Older-Aged
Statistics-MEM1B_MWM_CUE_Day11.xlsx,Block6,H181,45015,12:24:00 PM,Day11,Trial6,Cue,SE,N,,196.59,21.2406,48.3328,13436.5,45.9948,12786.6,63.0169,17518.7,68.8815,19149.1,60.6624,16864.2,1,9.28881,0,100,1,2.94034,0,31.6547,0,0,-,0,1,0.968977,4.21004,10.4317,1,1.26969,2.94034,13.6691,0,0,-,0,1,2.27208,5.17901,24.4604,0,0,-,0,0,0,-,0,9.28881,196.59,21.2406,,,,,,,,256,NIA,4/2/2021,2-Feb,M,22,F344,WT,23.88566422,24,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day01.xlsx,Block1,H185,45274,9:20:00 AM,Day01,Trial1,Train,SW,E,,330.716,21.4396,52.0442,24096.5,43.5998,20186.7,84.551,39147.1,67.1586,31094.4,62.6301,28997.7,1,15.4588,0,100,1,0.133554,10.8178,0.863934,2,4.17355,0,26.9978,2,6.24363,3.63933,40.3888,2,1.4357,10.9514,9.28726,3,1.90314,12.0198,12.311,2,0.300496,9.31536,1.94385,0,0,-,0,0,0,-,0,15.4588,330.716,21.4396,665.5333932,65.32407557,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.17719855,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day01.xlsx,Block1,H185,45274,9:20:00 AM,Day01,Trial2,Train,SW,N,,1491.98,16.5723,73.3544,198057,71.9403,194239,86.3825,233233,78.8015,212764,85.0191,229552,1,90.062,0,100,4,22.0485,0,24.4815,4,18.9464,0.366919,21.037,3,36.3584,15.6441,40.3704,3,12.7088,11.9416,14.1111,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,90.062,1491.98,16.5723,7262.944833,87.24950495,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.17719855,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day01.xlsx,Block1,H185,45274,9:20:00 AM,Day01,Trial3,Train,SW,S,,156.274,15.3439,44.4831,13611.8,49.7121,15211.9,72.9499,22322.7,81.876,25054,31.7979,9730.16,1,10.2182,0,100,0,0,-,0,0,0,-,0,1,4.70837,0,46.0784,2,2.03695,4.70837,19.9346,3,1.40249,6.34461,13.7255,0,0,-,0,0,0,-,0,0,0,-,0,10.2182,156.274,15.3439,200.9667612,32.19239179,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.17719855,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day02.xlsx,Block1,H185,45275,9:20:00 AM,Day02,Trial1,Train,SW,S,,1862.05,20.688,75.519,203826,85.5198,230818,79.4478,214430,94.6545,255473,70.5589,190438,1,90.0397,0,100,4,25.921,3.66964,28.7884,5,9.34091,1.7681,10.3742,5,22.4182,0,24.8981,5,31.8925,6.77216,35.4205,0,0,-,0,0,0,-,0,2,0.166803,2.70219,0.185255,0,0,-,0,90.0397,1862.05,20.688,6256.123138,71.83421643,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.21005366,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day02.xlsx,Block1,H185,45275,9:20:00 AM,Day02,Trial2,Train,SW,N,,346.91,22.4892,43.0075,19912.5,49.4433,22892.2,67.2625,31142.6,56.0506,25951.4,57.9748,26842.3,1,15.459,0,100,2,2.87144,0,18.5745,2,2.63771,7.34554,17.0626,1,5.04171,2.30383,32.6134,2,1.93655,1.73622,12.527,1,0.56761,13.4223,3.67171,0,0,-,0,2,0.333888,9.04836,2.15983,0,0,-,0,15.459,346.91,22.4892,607.6431293,58.23479184,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.21005366,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day02.xlsx,Block1,H185,45275,9:20:00 AM,Day02,Trial3,Probe,SW,E,,602.859,20.0763,62.5602,56366.7,49.6397,44725.4,94.2522,84921.2,65.9493,59420.3,78.9948,71174.3,1,30.0618,0,100,1,0.967582,4.4709,3.21865,3,9.60909,0,31.9645,2,14.814,8.70824,49.2786,2,3.73687,5.43848,12.4306,0,0,-,0,0,0,-,0,1,0.934217,17.8502,3.10766,0,0,-,0,30.0618,602.859,20.0763,2051.121672,83.94788885,,,12.4306,31.9645,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.21005366,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day03.xlsx,Block2,H185,45276,9:20:00 AM,Day03,Trial1,Train,SW,S,,2010.88,22.3419,78.309,211356,87.829,237050,81.9853,221278,89.7922,242349,79.865,215556,1,90.0381,0,100,5,26.2208,3.50278,29.1219,4,16.78,8.50675,18.6365,5,19.5822,13.2438,21.7488,5,27.0214,0,30.0111,0,0,-,0,2,0.266878,24.6195,0.296406,0,0,-,0,0,0,-,0,90.0381,2010.88,22.3419,7100.112767,81.32277347,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day03.xlsx,Block2,H185,45276,9:20:00 AM,Day03,Trial2,Train,SW,N,,1468.28,16.4475,68.3316,182924,74.5728,199631,80.531,215581,84.8719,227202,67.873,181696,1,89.3375,1,99.2219,3,17.7141,0.700555,19.674,4,12.5099,5.27085,13.894,6,20.9833,7.60603,23.3049,4,36.0286,10.475,40.0148,0,0,-,0,3,0.800635,8.17315,0.889218,2,0.233519,6.07148,0.259356,0,0,-,0,89.3375,1468.28,16.4475,5664.815144,68.69177367,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day03.xlsx,Block2,H185,45276,9:20:00 AM,Day03,Trial3,Train,SW,W,,1006.98,11.2423,63.4257,170361,84.4963,226957,62.553,168017,77.7325,208790,65.0181,174639,1,89.704,0,99.6295,5,33.1594,25.0864,36.8285,4,17.3804,39.6312,19.3034,1,7.73943,6.10481,8.59578,3,29.1563,0,32.3824,0,0,-,0,0,0,-,0,2,0.733912,54.9766,0.815118,2,0.333596,37.0959,0.370508,89.704,1006.98,11.2423,5653.504627,67.08156734,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.24290877,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day04.xlsx,Block2,H185,45277,9:20:00 AM,Day04,Trial1,Train,SW,E,,2079.09,23.8054,68.7723,180115,75.0097,196450,80.3226,210365,83.6545,219091,70.1058,183607,1,87.3706,0,100,5,18.982,1.86818,21.7258,4,14.812,0,16.953,5,25.187,8.64032,28.8278,7,25.554,3.76971,29.2478,3,1.43449,13.9446,1.64185,2,0.233522,10.8087,0.267277,0,0,-,0,0,0,-,0,87.3706,2079.09,23.8054,5848.900844,70.78955956,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day04.xlsx,Block2,H185,45277,9:20:00 AM,Day04,Trial2,Train,SW,W,,557.924,19.7343,70.3307,59640.4,81.7474,69321.8,74.5476,63216.4,87.0256,73797.7,65.7225,55732.7,1,28.3051,0,100,2,7.2098,0,25.4717,1,3.80517,4.40599,13.4434,1,6.24182,8.21116,22.0519,2,9.01225,14.453,31.8396,1,0.233651,26.269,0.825472,0,0,-,0,0,0,-,0,0,0,-,0,28.3051,557.924,19.7343,1761.560553,69.86428545,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day04.xlsx,Block2,H185,45277,9:20:00 AM,Day04,Trial3,Probe,SW,N,,645.733,21.5083,62.6988,56491.6,91.7513,82667.9,53.6982,48382.1,90.1993,81269.6,47.99,43239,1,30.0559,0,100,6,10.0742,0,33.5183,1,0.567093,0.033358,1.88679,0,0,-,0,5,17.4131,3.96965,57.9356,3,0.567092,8.97341,1.88679,0,0,-,0,0,0,-,0,4,0.667167,2.70203,2.21975,30.0559,645.733,21.5083,1141.198404,46.01214205,1.1,50.61335625,57.9356,1.88679,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.27576388,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day05.xlsx,Block3,H185,45278,9:20:00 AM,Day05,Trial1,Train,SW,N,,1182.72,22.7506,57.7649,90055.4,68.1038,106174,70.0122,109149,74.814,116635,57.6625,89895.9,1,52.0198,0,99.173,4,9.24277,12.7797,17.6209,4,8.50869,0.433776,16.2214,4,10.6108,4.67144,20.229,4,19.3531,8.50869,36.8957,1,0.166837,50.4181,0.318066,2,0.400408,5.23868,0.763357,2,0.300307,32.7334,0.57252,2,0.233573,28.9295,0.445295,52.0198,1182.72,22.7506,2712.705979,57.65226145,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day05.xlsx,Block3,H185,45278,9:20:00 AM,Day05,Trial2,Train,SW,W,,761.257,20.0972,52.7929,59972.7,67.8333,77058.6,65.6476,74575.7,80.9176,91922.4,45.9814,52234.9,1,37.9121,0,100,3,9.61151,0,25.3521,2,2.53637,4.23841,6.69014,3,4.8725,7.10851,12.8521,4,17.9882,9.54476,47.4472,1,0.467226,35.8763,1.23239,2,0.266986,7.64248,0.704224,1,0.333733,4.90587,0.880282,0,0,-,0,37.9121,761.257,20.0972,1646.684925,47.21426572,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day05.xlsx,Block3,H185,45278,9:20:00 AM,Day05,Trial3,Train,SW,E,,381.465,12.8696,37.3017,33161.2,37.8092,33612.3,72.2811,64257.9,68.0881,60530.3,39.2468,34890.4,1,29.6742,0,98.6681,0,0,-,0,1,2.80386,6.97627,9.32297,6,11.616,0.400551,38.6238,4,12.1501,11.7495,40.3996,1,0.133517,28.0386,0.443951,2,0.367173,2.83724,1.22087,0,0,-,0,0,0,-,0,29.6742,381.465,12.8696,663.2362236,31.74317941,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.30861899,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day06.xlsx,Block3,H185,45279,9:20:00 AM,Day06,Trial1,Train,SW,W,,1345.29,22.7651,55.6641,98636.8,74.644,132269,62.9905,111619,81.7765,144908,49.9418,88497,1,59.1276,0,100,6,14.0144,6.03955,23.702,3,5.03852,13.2136,8.52144,6,9.91021,3.50361,16.7607,9,26.8276,0,45.3725,1,0.200206,57.0921,0.3386,1,0.166838,29.3302,0.282166,2,0.333677,42.1434,0.564334,2,0.266942,25.8933,0.451468,59.1276,1345.29,22.7651,2866.376929,50.77901593,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day06.xlsx,Block3,H185,45279,9:20:00 AM,Day06,Trial2,Train,SW,N,,1012.28,22.7582,53.6359,71550.3,75.0366,100099,61.3324,81817.4,87.5845,116838,41.3262,55129.2,1,44.5133,0,100,5,10.7446,0.133473,24.1379,1,0.133473,0,0.29985,3,4.7383,8.60902,10.6447,7,25.9939,3.23672,58.3958,1,0.567262,42.4778,1.27436,0,0,-,0,0,0,-,0,2,0.300315,39.1076,0.674663,44.5133,1012.28,22.7582,1553.91011,39.29169318,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day06.xlsx,Block3,H185,45279,9:20:00 AM,Day06,Trial3,Probe,SW,E,,652.151,21.912,46.1341,41197.7,52.9351,47271,70.604,63049.4,70.3711,62841.4,50.4545,45055.9,1,29.7956,0,99.1121,2,3.67023,13.3463,12.2087,4,5.07159,0.266925,16.8701,4,9.0421,0.867508,30.0777,3,12.0117,7.80757,39.9556,0,0,-,0,0,0,-,0,0,0,-,0,0,0,-,0,29.7956,652.151,21.912,1207.253066,48.99842746,1.25,61.24803433,39.9556,16.8701,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.3414741,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day07.xlsx,Block4,H185,45280,9:20:00 AM,Day07,Trial1,Train,SW,S,,1886.12,24.3054,57.1084,132891,63.0902,146811,74.7658,173980,77.1914,179624,56.735,132022,1,77.6341,0,100,7,9.04118,2.96924,11.6459,6,13.0113,2.10182,16.7598,8,22.1192,0,28.4916,6,29.7925,4.10356,38.3756,1,0.233536,75.599,0.300816,2,0.166812,1.16768,0.21487,0,0,-,0,4,0.567159,53.3797,0.730554,77.6341,1886.12,24.3054,4322.445814,57.5371991,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.37432921,22,Older-Aged
Statistics-NRBP1E_MWM_SLI_Day07.xlsx,Block4,H185,45280,9:20:00 AM,Day07,Trial2,Train,SW,E,,1572.32,22.0431,59.3521,126954,70.577,150964,69.7908,149283,78.2081,167287,58.9263,126043,1,71.3626,0,99.4884,5,16.748,14.813,23.3488,3,9.47498,0.366988,13.2093,5,14.2125,6.70588,19.814,6,27.0904,9.34153,37.7674,1,0.233538,69.6945,0.325581,2,0.166813,7.23968,0.232558,2,0.300263,34.8306,0.418604,3,0.300264,16.0474,0.418605,71.3626,1572.32,22.0431,3908.563236,59.00940206,,,,,,178,NIA,2/7/2022,7-Dec,M,22,F344,WT,22.37432921,22,Older-Aged
